account,sale_month,driver_type,driver_key,delta_volume,driver_bucket
MUSCATINE,2024-12-01,item,FIREBALL CINNAMON WHISKEY 100ML CARRIER,-0.8,top_detractor
MUSCATINE,2024-12-01,item,PATRON SILVER,-0.7500000000000001,top_detractor
MUSCATINE,2024-12-01,item,JAGERMEISTER LIQUEUR,-0.3700000000000001,top_detractor
MUSCATINE,2024-12-01,item,BACARDI SUPERIOR MINI,0.39999999999999997,top_driver
MUSCATINE,2024-12-01,item,CROWN ROYAL PEACH MINI,0.35,top_driver
MUSCATINE,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO MINI,0.05,top_driver
MUSCATINE,2024-12-01,item,SEAGRAMS EXTRA DRY GIN MINI,0.0,top_driver
MUSCATINE,2024-12-01,item,EARLY TIMES BOTTLED IN BOND,0.0,top_driver
MUSCATINE,2024-12-01,item,99 BANANAS MINI,0.0,top_driver
MUSCATINE,2024-12-01,item,99 PUNCHES VARIETY MINI,0.0,top_driver
MUSCATINE,2024-12-01,item,HAWKEYE VODKA,0.0,top_driver
MUSCATINE,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,0.0,top_driver
MUSCATINE,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL MINI",0.0,top_driver
MUSCATINE,2024-12-01,store,WAL-MART 0559 / MUSCATINE,-30.7,top_detractor
MUSCATINE,2024-12-01,store,FAST AVE ONE STOP / MUSCATINE,-14.4,top_detractor
MUSCATINE,2024-12-01,store,STEWART ROAD FAST BREAK,-1.02,top_detractor
MUSCATINE,2024-12-01,store,HY-VEE FOOD STORE / MUSCATINE,2.8499999999999996,top_driver
MUSCATINE,2024-12-01,store,JEFF'S MARKET / WEST LIBERTY,1.45,top_driver
MUSCATINE,2024-12-01,store,"KUM & GO #438 / MUSCATINE",1.4000000000000001,top_driver
MUSCATINE,2024-12-01,store,"CASEY'S GENERAL STORE #2944 / MUSCATINE",1.0,top_driver
MUSCATINE,2024-12-01,store,JEFF'S MARKET / WILTON,0.9199999999999999,top_driver
MUSCATINE,2024-12-01,store,HY-VEE WINE & SPIRITS / MUSCATINE,0.8500000000000001,top_driver
MUSCATINE,2024-12-01,store,"SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET",-0.78,top_driver
MUSCATINE,2024-12-01,store,GRANDVIEW MART,-0.75,top_driver
MUSCATINE,2024-12-01,store,"CASEY'S GENERAL STORE #61 / WILTON",-0.5200000000000002,top_driver
MUSCATINE,2024-12-01,store,SUPER SAVER LIQUOR / MUSCATINE,-0.15000000000000002,top_driver
O'BRIEN,2024-12-01,category,AMERICAN VODKAS,61.5,top_driver
O'BRIEN,2024-12-01,category,WHISKEY LIQUEUR,2.5,top_driver
O'BRIEN,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.75,top_driver
O'BRIEN,2024-12-01,category,IRISH WHISKIES,-0.7,top_driver
O'BRIEN,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-0.65,top_driver
O'BRIEN,2024-12-01,category,CREAM LIQUEURS,0.050000000000000044,top_driver
O'BRIEN,2024-12-01,category,CANADIAN WHISKIES,-0.050000000000000044,top_driver
O'BRIEN,2024-12-01,category,AMERICAN SCHNAPPS,0.05,top_driver
O'BRIEN,2024-12-01,category,IMPORTED FLAVORED VODKA,0.0,top_driver
O'BRIEN,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,0.5499999999999999,top_driver
O'BRIEN,2024-12-01,item,TEQUILA ROSE LIQUEUR,-0.25,top_driver
O'BRIEN,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,0.09999999999999999,top_driver
O'BRIEN,2024-12-01,item,99 RAINBOW PACK MINI,0.05,top_driver
O'BRIEN,2024-12-01,item,FIREBALL CINNAMON WHISKEY,0.0,top_driver
O'BRIEN,2024-12-01,item,TEQUILA ROSE LIQUEUR MINI,0.0,top_driver
O'BRIEN,2024-12-01,item,FIVE O'CLOCK VODKA,0.0,top_driver
O'BRIEN,2024-12-01,item,KINKY PEACH MANGO,0.0,top_driver
O'BRIEN,2024-12-01,store,HY-VEE FOOD STORE / SHELDON,61.849999999999994,top_driver
O'BRIEN,2024-12-01,store,STAMMER LIQUOR CORP,-3.3499999999999996,top_driver
O'BRIEN,2024-12-01,store,"BREW OIL #50 / HARTLEY",2.4,top_driver
O'BRIEN,2024-12-01,store,"CASEY'S GENERAL STORE #3044 / SHELDON",1.0999999999999999,top_driver
O'BRIEN,2024-12-01,store,"CASEY'S GENERAL STORE #3730 / PAULLINA",0.09999999999999999,top_driver
O'BRIEN,2024-12-01,store,"CASEY'S GENERAL STORE #2672 / SANBORN",0.05,top_driver
O'BRIEN,2024-12-01,store,CAR-GO-EXPRESS / SUTHERLAND,0.0,top_driver
PAGE,2024-12-01,category,100% AGAVE TEQUILA,1.12,top_driver
PAGE,2024-12-01,category,CANADIAN WHISKIES,-0.4,top_driver
PAGE,2024-12-01,category,AMERICAN BRANDIES,0.0,top_driver
PAGE,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
PAGE,2024-12-01,item,CROWN ROYAL MINI,-0.4,top_driver
PAGE,2024-12-01,item,OLE SMOKY BUTTER PECAN MOONSHINE MINI,-0.30000000000000004,top_driver
PAGE,2024-12-01,item,1800 SILVER,0.0,top_driver
PAGE,2024-12-01,item,PAUL MASSON GRANDE AMBER BRANDY VS,0.0,top_driver
PAGE,2024-12-01,store,DING'S HONK'N HOLLER,1.12,top_driver
PAGE,2024-12-01,store,HY-VEE WINE AND SPIRITS / SHENANDOAH,0.09999999999999998,top_driver
PAGE,2024-12-01,store,"CASEY'S GENERAL STORE #2539 / SHENANDOAH",-0.04999999999999999,top_driver
PALO ALTO,2024-12-01,category,WHITE RUM,3.9,top_driver
PALO ALTO,2024-12-01,store,GRAETTINGER MARKET,-34.5,top_driver
PLYMOUTH,2024-12-01,category,AMERICAN VODKAS,24.700000000000003,top_driver
PLYMOUTH,2024-12-01,category,WHISKEY LIQUEUR,-18.0,top_driver
PLYMOUTH,2024-12-01,category,STRAIGHT BOURBON WHISKIES,-1.5,top_driver
PLYMOUTH,2024-12-01,category,CANADIAN WHISKIES,-1.12,top_driver
PLYMOUTH,2024-12-01,category,SPICED RUM,0.04999999999999999,top_driver
PLYMOUTH,2024-12-01,category,AMERICAN FLAVORED VODKA,0.0,top_driver
PLYMOUTH,2024-12-01,category,AMERICAN SCHNAPPS,0.0,top_driver
PLYMOUTH,2024-12-01,item,TITOS HANDMADE VODKA,-6.8,top_driver
PLYMOUTH,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-0.6000000000000001,top_driver
PLYMOUTH,2024-12-01,item,ADMIRAL NELSON SPICED MINI,0.0,top_driver
PLYMOUTH,2024-12-01,item,99 BANANAS MINI,0.0,top_driver
PLYMOUTH,2024-12-01,store,WAL-MART 1625 / LEMARS,31.2,top_driver
PLYMOUTH,2024-12-01,store,HY-VEE WINE AND SPIRITS / LE MARS,-16.9,top_driver
PLYMOUTH,2024-12-01,store,CORK IT!,-4.3,top_driver
PLYMOUTH,2024-12-01,store,"CASEY'S GENERAL STORE # 3604/HINTON",1.15,top_driver
PLYMOUTH,2024-12-01,store,"FAREWAY STORES #719 / LE MARS",-0.75,top_driver
POCAHONTAS,2024-12-01,category,CANADIAN WHISKIES,-26.9,top_driver
POCAHONTAS,2024-12-01,category,WHISKEY LIQUEUR,0.6,top_driver
POCAHONTAS,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.15000000000000002,top_driver
POCAHONTAS,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-1.7999999999999998,top_driver
POCAHONTAS,2024-12-01,store,"BREW OIL #26 / POCAHONTAS",0.6299999999999999,top_driver
POCAHONTAS,2024-12-01,store,"CASEY'S GENERAL STORE #2994 / LAUREN",0.0,top_driver
POLK,2024-12-01,category,SPICED RUM,-1855.1799999999996,top_detractor
POLK,2024-12-01,category,AMERICAN VODKAS,-940.6399999999991,top_detractor
POLK,2024-12-01,category,TENNESSEE WHISKIES,-739.5399999999998,top_detractor
POLK,2024-12-01,category,BLENDED WHISKIES,-189.12000000000003,top_detractor
POLK,2024-12-01,category,CREAM LIQUEURS,-101.10000000000001,top_detractor
POLK,2024-12-01,category,AGED DARK RUM,-86.25,top_detractor
POLK,2024-12-01,category,IRISH WHISKIES,-68.05000000000001,top_detractor
POLK,2024-12-01,category,WHITE RUM,-62.25,top_detractor
POLK,2024-12-01,category,AMERICAN BRANDIES,-54.2,top_detractor
POLK,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-45.050000000000004,top_detractor
POLK,2024-12-01,category,SCOTCH WHISKIES,565.3199999999999,top_driver
POLK,2024-12-01,category,IMPORTED VODKAS,421.62,top_driver
POLK,2024-12-01,category,CANADIAN WHISKIES,293.02,top_driver
POLK,2024-12-01,category,STRAIGHT BOURBON WHISKIES,151.2700000000001,top_driver
POLK,2024-12-01,category,TRIPLE SEC,120.0,top_driver
POLK,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,97.97,top_driver
POLK,2024-12-01,category,WHISKEY LIQUEUR,72.54,top_driver
POLK,2024-12-01,category,AMERICAN SCHNAPPS,57.54999999999996,top_driver
POLK,2024-12-01,category,IMPORTED DISTILLED SPIRITS SPECIALTY,52.5,top_driver
POLK,2024-12-01,category,FLAVORED RUM,42.75,top_driver
POLK,2024-12-01,item,TORTILLA GOLD DSS,-708.0,top_detractor
POLK,2024-12-01,item,CROWN ROYAL REGAL APPLE,-287.6,top_detractor
POLK,2024-12-01,item,PATRON SILVER,-149.24,top_detractor
POLK,2024-12-01,item,BARTON LIGHT RUM,-116.0,top_detractor
POLK,2024-12-01,item,TITOS HANDMADE VODKA,-99.33,top_detractor
POLK,2024-12-01,item,JAMESON,-88.5,top_detractor
POLK,2024-12-01,item,BAILEYS ORIGINAL IRISH CREAM,-59.25,top_detractor
POLK,2024-12-01,item,HAWKEYE VODKA,-55.0,top_detractor
POLK,2024-12-01,item,SEAGRAMS 7 CROWN,-36.0,top_detractor
POLK,2024-12-01,item,FOUR ROSES SINGLE BARREL,-35.25,top_detractor
POLK,2024-12-01,item,CROWN ROYAL,411.76,top_driver
POLK,2024-12-01,item,FRIS DANISH VODKA,393.0,top_driver
POLK,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL",232.3,top_driver
POLK,2024-12-01,item,CEDAR RIDGE BOURBON,198.0,top_driver
POLK,2024-12-01,item,JUAREZ TRIPLE SEC,120.0,top_driver
POLK,2024-12-01,item,TEREMANA BLANCO TEQUILA,53.25,top_driver
POLK,2024-12-01,item,FIREBALL CINNAMON WHISKEY,52.45000000000002,top_driver
POLK,2024-12-01,item,MALIBU COCONUT,43.5,top_driver
POLK,2024-12-01,item,1800 REPOSADO,41.25,top_driver
POLK,2024-12-01,item,JACK DANIELS TENNESSEE APPLE,35.63,top_driver
POLK,2024-12-01,store,HY-VEE WINE AND SPIRITS / WDM,-760.38,top_detractor
POLK,2024-12-01,store,SAM'S CLUB 6979 / ANKENY,-681.0,top_detractor
POLK,2024-12-01,store,HY-VEE FOOD STORE / URBANDALE,-596.12,top_detractor
POLK,2024-12-01,store,"COSTCO WHOLESALE #1630 / ANKENY",-493.5,top_detractor
POLK,2024-12-01,store,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,-418.55,top_detractor
POLK,2024-12-01,store,"FAREWAY STORES #167/JOHNSTON",-145.70000000000002,top_detractor
POLK,2024-12-01,store,"HY-VEE FOOD STORE #3 (1142) / DES MOINES",-113.95000000000002,top_detractor
POLK,2024-12-01,store,"HY-VEE FOOD STORE #2 (1138) / DES MOINES",-108.09,top_detractor
POLK,2024-12-01,store,"HY-VEE FOOD STORE #1 (1887) / WDM",-88.85,top_detractor
POLK,2024-12-01,store,"FAREWAY STORES #900 / EUCLID",-79.85,top_detractor
POLK,2024-12-01,store,"HY-VEE FOOD STORE #5 (1151) / DES MOINES",452.05000000000007,top_driver
POLK,2024-12-01,store,"HY-VEE #3 / BDI / DES MOINES",285.75,top_driver
POLK,2024-12-01,store,CENTRAL CITY 2,175.26999999999998,top_driver
POLK,2024-12-01,store,HY-VEE WINE AND SPIRITS (1022) / ANKENY,146.8,top_driver
POLK,2024-12-01,store,DOWNTOWN PANTRY,125.75,top_driver
POLK,2024-12-01,store,HY-VEE FAST & FRESH - DES MOINES,43.0,top_driver
POLK,2024-12-01,store,WORLD LIQUOR & TOBACCO,32.519999999999996,top_driver
POLK,2024-12-01,store,"SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET",15.05,top_driver
POLK,2024-12-01,store,"SHOP N SAVE #2 / E 14TH",13.65,top_driver
POLK,2024-12-01,store,HY-VEE FAST AND FRESH - URBANDALE,13.55,top_driver
POTTAWATTAMIE,2024-12-01,category,AMERICAN VODKAS,-395.62,top_detractor
POTTAWATTAMIE,2024-12-01,category,100% AGAVE TEQUILA,-45.45,top_detractor
POTTAWATTAMIE,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,-44.9,top_detractor
POTTAWATTAMIE,2024-12-01,category,STRAIGHT BOURBON WHISKIES,-39.35000000000001,top_detractor
POTTAWATTAMIE,2024-12-01,category,IMPORTED BRANDIES,-29.98,top_detractor
POTTAWATTAMIE,2024-12-01,category,IMPORTED VODKAS,-26.95,top_detractor
POTTAWATTAMIE,2024-12-01,category,AMERICAN SCHNAPPS,-2.5499999999999994,top_detractor
POTTAWATTAMIE,2024-12-01,category,AMERICAN FLAVORED VODKA,-1.5499999999999972,top_detractor
POTTAWATTAMIE,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-0.9,top_detractor
POTTAWATTAMIE,2024-12-01,category,WHITE RUM,0.0,top_detractor
POTTAWATTAMIE,2024-12-01,category,SPICED RUM,540.6,top_driver
POTTAWATTAMIE,2024-12-01,category,IRISH WHISKIES,83.6,top_driver
POTTAWATTAMIE,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,26.76,top_driver
POTTAWATTAMIE,2024-12-01,category,CANADIAN WHISKIES,25.700000000000003,top_driver
POTTAWATTAMIE,2024-12-01,category,WHISKEY LIQUEUR,15.349999999999998,top_driver
POTTAWATTAMIE,2024-12-01,category,TENNESSEE WHISKIES,1.0,top_driver
POTTAWATTAMIE,2024-12-01,category,MIXTO TEQUILA,0.8,top_driver
POTTAWATTAMIE,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.7999999999999998,top_driver
POTTAWATTAMIE,2024-12-01,category,FLAVORED RUM,0.75,top_driver
POTTAWATTAMIE,2024-12-01,category,AMERICAN BRANDIES,0.55,top_driver
POTTAWATTAMIE,2024-12-01,item,FIREBALL CINNAMON WHISKEY,-16.400000000000002,top_detractor
POTTAWATTAMIE,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-2.4000000000000004,top_detractor
POTTAWATTAMIE,2024-12-01,item,FROST TRAIL VODKA MINI,-0.6,top_detractor
POTTAWATTAMIE,2024-12-01,item,CROWN ROYAL MINI,-0.55,top_detractor
POTTAWATTAMIE,2024-12-01,item,ADMIRAL NELSON SPICED,-0.3700000000000001,top_detractor
POTTAWATTAMIE,2024-12-01,item,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,-0.30000000000000004,top_detractor
POTTAWATTAMIE,2024-12-01,item,TEQUILA ROSE LIQUEUR MINI,-0.15,top_detractor
POTTAWATTAMIE,2024-12-01,item,SOUTHERN COMFORT MINI,-0.09999999999999998,top_detractor
POTTAWATTAMIE,2024-12-01,item,E & J VS,-0.050000000000000044,top_detractor
POTTAWATTAMIE,2024-12-01,item,99 PINEAPPLE MINI,-0.05,top_detractor
POTTAWATTAMIE,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED,539.25,top_driver
POTTAWATTAMIE,2024-12-01,item,JAMESON,83.0,top_driver
POTTAWATTAMIE,2024-12-01,item,BLACK VELVET,25.13,top_driver
POTTAWATTAMIE,2024-12-01,item,TITOS HANDMADE VODKA MINI,0.6,top_driver
POTTAWATTAMIE,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL MINI",0.5499999999999999,top_driver
POTTAWATTAMIE,2024-12-01,item,JIM BEAM BLACK MINI,0.5,top_driver
POTTAWATTAMIE,2024-12-01,item,JAMESON MINI,0.5,top_driver
POTTAWATTAMIE,2024-12-01,item,OLE SMOKY BUTTER PECAN MOONSHINE MINI,0.30000000000000004,top_driver
POTTAWATTAMIE,2024-12-01,item,JIM BEAM PEACH MINI,0.09999999999999998,top_driver
POTTAWATTAMIE,2024-12-01,item,99 WATERMELON PET MINI,0.05000000000000002,top_driver
POTTAWATTAMIE,2024-12-01,store,SAM'S CLUB 6472 / COUNCIL BLUFFS,-351.0,top_detractor
POTTAWATTAMIE,2024-12-01,store,"HY-VEE FOOD STORE #1 / COUNCIL BLUFFS",-314.62,top_detractor
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE #3050 / COUNCIL BLUFFS",-35.6,top_detractor
POTTAWATTAMIE,2024-12-01,store,MEGA SAVER / COUNCIL BLUFFS,-1.4999999999999987,top_detractor
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE #3205 / COUNCI",-0.7999999999999999,top_detractor
POTTAWATTAMIE,2024-12-01,store,"TOBACCO HUT #18 / COUNCIL BLUFFS",-0.10000000000000009,top_detractor
POTTAWATTAMIE,2024-12-01,store,CARSON COUNTRY STORE LLC / CARSON,-0.09999999999999999,top_detractor
POTTAWATTAMIE,2024-12-01,store,AVOCA FOOD LAND,0.0,top_detractor
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE #38 / TREYNOR",0.0,top_detractor
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE #3203 / COUNCI",0.0,top_detractor
POTTAWATTAMIE,2024-12-01,store,I-80 LIQUOR / COUNCIL BLUFFS,255.0,top_driver
POTTAWATTAMIE,2024-12-01,store,"HY-VEE FOOD STORE #2 / COUNCIL BLUFFS",26.85,top_driver
POTTAWATTAMIE,2024-12-01,store,"CASEY'S #6127 / COUNCIL BLUFFS",25.8,top_driver
POTTAWATTAMIE,2024-12-01,store,"KWIK SHOP #527 / COUNCIL BLUFFS",19.05,top_driver
POTTAWATTAMIE,2024-12-01,store,CB QUICK STOP / COUNCIL BLUFFS,1.1999999999999997,top_driver
POTTAWATTAMIE,2024-12-01,store,"CASEY'S #6116 / COUNCIL BLUFFS",1.15,top_driver
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE # 3509/ CARTER LAKE",0.44999999999999996,top_driver
POTTAWATTAMIE,2024-12-01,store,"CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS",0.44999999999999996,top_driver
POTTAWATTAMIE,2024-12-01,store,"CASEY'S #6122 / COUNCIL BLUFFS",0.4,top_driver
POTTAWATTAMIE,2024-12-01,store,SPEEDEE MART 1515 / COUNCIL BLUFFS,0.3700000000000001,top_driver
POWESHIEK,2024-12-01,category,IMPORTED VODKAS,-0.95,top_driver
POWESHIEK,2024-12-01,category,AMERICAN FLAVORED VODKA,0.7,top_driver
POWESHIEK,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,-0.6499999999999999,top_driver
POWESHIEK,2024-12-01,category,AMERICAN BRANDIES,-0.3700000000000001,top_driver
POWESHIEK,2024-12-01,category,WHISKEY LIQUEUR,-0.05,top_driver
POWESHIEK,2024-12-01,category,100% AGAVE TEQUILA,-0.04999999999999999,top_driver
POWESHIEK,2024-12-01,category,SCOTCH WHISKIES,0.0,top_driver
POWESHIEK,2024-12-01,item,JOSE CUERVO ESPECIAL SILVER MINI,-0.04999999999999999,top_driver
POWESHIEK,2024-12-01,store,MCNALLY'S SUPER VALU,-3.2,top_driver
POWESHIEK,2024-12-01,store,"KUM & GO #22 / GRINNELL",1.77,top_driver
POWESHIEK,2024-12-01,store,MONTE SPIRITS,-1.0,top_driver
POWESHIEK,2024-12-01,store,VICTOR'S MARKET,-0.44999999999999996,top_driver
POWESHIEK,2024-12-01,store,"CASEY'S GENERAL STORE #1527 / GRINNELL",-0.09999999999999999,top_driver
POWESHIEK,2024-12-01,store,"FAREWAY STORES #737 / GRINNELL",-0.050000000000000044,top_driver
POWESHIEK,2024-12-01,store,PHILLIPS 66 / GRINNELL,-0.04999999999999999,top_driver
SAC,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.35,top_driver
SAC,2024-12-01,category,AMERICAN SCHNAPPS,0.0,top_driver
SAC,2024-12-01,item,99 PEPPERMINT MINI,0.0,top_driver
SAC,2024-12-01,store,SAC LIQUOR STORE,-1.45,top_driver
SAC,2024-12-01,store,LAKE VIEW FOODS,0.0,top_driver
SCOTT,2024-12-01,category,IMPORTED DISTILLED SPIRITS SPECIALTY,-119.25,top_detractor
SCOTT,2024-12-01,category,COCKTAILS/RTD,-89.6,top_detractor
SCOTT,2024-12-01,category,IMPORTED BRANDIES,-14.25,top_detractor
SCOTT,2024-12-01,category,CANADIAN WHISKIES,-9.030000000000003,top_detractor
SCOTT,2024-12-01,category,SINGLE MALT SCOTCH,-3.25,top_detractor
SCOTT,2024-12-01,category,WHITE RUM,-1.02,top_detractor
SCOTT,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-1.0,top_detractor
SCOTT,2024-12-01,category,COFFEE LIQUEURS,0.35000000000000003,top_detractor
SCOTT,2024-12-01,category,AMERICAN DRY GINS,0.0,top_detractor
SCOTT,2024-12-01,category,NEUTRAL GRAIN SPIRITS,0.0,top_detractor
SCOTT,2024-12-01,category,AMERICAN VODKAS,608.95,top_driver
SCOTT,2024-12-01,category,STRAIGHT BOURBON WHISKIES,131.77,top_driver
SCOTT,2024-12-01,category,IMPORTED VODKAS,126.75,top_driver
SCOTT,2024-12-01,category,WHISKEY LIQUEUR,123.14999999999999,top_driver
SCOTT,2024-12-01,category,IRISH WHISKIES,46.55,top_driver
SCOTT,2024-12-01,category,100% AGAVE TEQUILA,28.370000000000005,top_driver
SCOTT,2024-12-01,category,TENNESSEE WHISKIES,21.950000000000003,top_driver
SCOTT,2024-12-01,category,CREAM LIQUEURS,13.35,top_driver
SCOTT,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,5.78,top_driver
SCOTT,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,2.0,top_driver
SCOTT,2024-12-01,item,KAHLUA COFFEE,-191.6,top_detractor
SCOTT,2024-12-01,item,HORNITOS PLATA,-104.25,top_detractor
SCOTT,2024-12-01,item,TITOS HANDMADE VODKA,-40.5,top_detractor
SCOTT,2024-12-01,item,OLE SMOKY MINT CHOCOLATE CHIP CREAM WHISKEY,-22.5,top_detractor
SCOTT,2024-12-01,item,MCCORMICK 80PRF VODKA,-21.0,top_detractor
SCOTT,2024-12-01,item,MCCORMICK 80PRF VODKA PET,-9.0,top_detractor
SCOTT,2024-12-01,item,CROWN ROYAL REGAL APPLE,-7.930000000000001,top_detractor
SCOTT,2024-12-01,item,JOSE CUERVO ESPECIAL SILVER,-3.4,top_detractor
SCOTT,2024-12-01,item,PATRON SILVER,-1.2799999999999998,top_detractor
SCOTT,2024-12-01,item,JIM BEAM,-0.8,top_detractor
SCOTT,2024-12-01,item,FIREBALL CINNAMON WHISKEY,127.2,top_driver
SCOTT,2024-12-01,item,ABSOLUT SWEDISH VODKA 80PRF,126.75,top_driver
SCOTT,2024-12-01,item,JAMESON,47.25,top_driver
SCOTT,2024-12-01,item,CHAMBORD LIQUEUR ROYALE DE FRANCE,5.6000000000000005,top_driver
SCOTT,2024-12-01,item,FIREBALL CINNAMON WHISKEY 100ML CARRIER,1.6000000000000005,top_driver
SCOTT,2024-12-01,item,KESSLER BLEND WHISKEY,1.12,top_driver
SCOTT,2024-12-01,item,1800 SILVER,0.7500000000000001,top_driver
SCOTT,2024-12-01,item,NEW AMSTERDAM PINK WHITNEY MINI,0.75,top_driver
SCOTT,2024-12-01,item,CROWN ROYAL VANILLA,0.7,top_driver
SCOTT,2024-12-01,item,JIM BEAM HONEY,0.25,top_driver
SCOTT,2024-12-01,store,MADELLA WINE AND SPIRITS / BETTENDORF,-87.6,top_detractor
SCOTT,2024-12-01,store,SUB EXPRESS & GAS,-35.75,top_detractor
SCOTT,2024-12-01,store,SUPER MARKET / DAVENPORT,-18.85,top_detractor
SCOTT,2024-12-01,store,HY-VEE WINE AND SPIRITS / BETTENDORF,-4.759999999999999,top_detractor
SCOTT,2024-12-01,store,"CASEY'S GENERAL STORE #3288 / BLUE GRASS",-1.75,top_detractor
SCOTT,2024-12-01,store,KC BROTHERS,-0.75,top_detractor
SCOTT,2024-12-01,store,JEFF'S MARKET / BLUE GRASS,-0.5,top_detractor
SCOTT,2024-12-01,store,"CASEY'S GENERAL STORE #1061 / PRINCETON",-0.050000000000000044,top_detractor
SCOTT,2024-12-01,store,ELDRIDGE MART,0.0,top_detractor
SCOTT,2024-12-01,store,"SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET",0.0,top_detractor
SCOTT,2024-12-01,store,SAM'S CLUB 8238 / DAVENPORT,838.5,top_driver
SCOTT,2024-12-01,store,"FAREWAY STORES #987 / DAVENPORT",130.5,top_driver
SCOTT,2024-12-01,store,"HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT",74.25,top_driver
SCOTT,2024-12-01,store,"HY-VEE #5 / DAVENPORT",29.27,top_driver
SCOTT,2024-12-01,store,SAM'S FOOD,27.05,top_driver
SCOTT,2024-12-01,store,WASHINGTON STREET MINI MART,26.4,top_driver
SCOTT,2024-12-01,store,PERFECT VALUE LIQUOR MART,15.85,top_driver
SCOTT,2024-12-01,store,WAL-MART 1241 / DAVENPORT,15.0,top_driver
SCOTT,2024-12-01,store,GD XPRESS / DAVENPORT,13.7,top_driver
SCOTT,2024-12-01,store,"FAREWAY STORES #044 / BETTENDORF",13.5,top_driver
SHELBY,2024-12-01,category,AMERICAN VODKAS,-114.9,top_driver
SHELBY,2024-12-01,category,100% AGAVE TEQUILA,0.35,top_driver
SHELBY,2024-12-01,store,HY-VEE WINE AND SPIRITS / HARLAN,-5.95,top_driver
SHELBY,2024-12-01,store,"CASEY'S GENERAL STORE #2914 / HARLAN",0.5,top_driver
SHELBY,2024-12-01,store,"FAREWAY STORES #790 / HARLAN",0.15000000000000002,top_driver
SIOUX,2024-12-01,category,CANADIAN WHISKIES,-36.35,top_driver
SIOUX,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-31.7,top_driver
SIOUX,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.75,top_driver
SIOUX,2024-12-01,category,WHISKEY LIQUEUR,-0.75,top_driver
SIOUX,2024-12-01,category,COCKTAILS/RTD,0.6700000000000002,top_driver
SIOUX,2024-12-01,category,AMERICAN FLAVORED VODKA,0.65,top_driver
SIOUX,2024-12-01,category,IMPORTED FLAVORED VODKA,0.0,top_driver
SIOUX,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
SIOUX,2024-12-01,item,PEARL CUCUMBER,0.0,top_driver
SIOUX,2024-12-01,item,FIREBALL CINNAMON WHISKEY PARTY BUCKET,0.0,top_driver
SIOUX,2024-12-01,store,"FAREWAY STORES #058 / ORANGE CITY",-36.0,top_driver
SIOUX,2024-12-01,store,PUMP N PACK / ROCK VALLEY,-4.12,top_driver
SIOUX,2024-12-01,store,"BREW OIL #13 / ORANGE CITY",1.77,top_driver
SIOUX,2024-12-01,store,"FAREWAY STORES, INC. #247 / HULL",-0.95,top_driver
SIOUX,2024-12-01,store,HY-VEE FOOD STORE / SIOUX CENTER,0.75,top_driver
